name,street,city,visit,infractions
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,"Floors, walls, and ceilings clean and in good repair"
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,Food is held at 4°C (40°F) or less
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,Food protected from potential contamination and adulteration
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,No condemnation / seizure required
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,Proper use and storage of clean utensils (including single service utensils)
Upper Deck Lounge,410  Pim Street,Sault Ste. Marie,2016-11-21,No infractions found at the time of inspection
Urban Aboriginal High School,241 Albert St,Sault Ste. Marie,2017-09-15,No infractions found at the time of inspection
Urban Aboriginal High School,241 Albert St,Sault Ste. Marie,2017-09-15,No infractions found at the time of inspection
Urban Aboriginal High School,241 Albert St,Sault Ste. Marie,2016-09-16,No infractions found at the time of inspection
Urban Aboriginal High School,241 Albert St,Sault Ste. Marie,2016-09-16,No infractions found at the time of inspection
Urban Aboriginal High School,241 Albert St,Sault Ste. Marie,2015-12-03,No infractions found at the time of inspection
Urban Aboriginal High School,241 Albert St,Sault Ste. Marie,2015-12-03,No infractions found at the time of inspection
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2017-08-17,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2017-08-17,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2017-08-17,Food protected from potential contamination and adulteration
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2017-04-11,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2017-04-11,No infractions found at the time of inspection
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2016-12-08,No infractions found at the time of inspection
Ventures Coffee Shop,750 Great Northern Road,Sault Ste. Marie,2016-12-08,No infractions found at the time of inspection
Vibe Eatery & Juice Co.,112 March,Sault Ste. Marie,2017-09-25,No infractions found at the time of inspection
Vibe Eatery & Juice Co.,112 March,Sault Ste. Marie,2017-09-25,No infractions found at the time of inspection
Vibe Eatery & Juice Co.,112 March,Sault Ste. Marie,2017-03-20,No infractions found at the time of inspection
Vibe Eatery & Juice Co.,112 March,Sault Ste. Marie,2017-03-20,No infractions found at the time of inspection
Vicky's Catering,543 Trunk Road.,Sault Ste. Marie,2017-08-15,No infractions found at the time of inspection
Vicky's Catering,543 Trunk Road.,Sault Ste. Marie,2017-08-15,No infractions found at the time of inspection
Vicky's Catering,543 Trunk Road.,Sault Ste. Marie,2017-04-18,No infractions found at the time of inspection
Vicky's Catering,543 Trunk Road.,Sault Ste. Marie,2017-04-18,Food protected from potential contamination and adulteration
Vicky's Catering,543 Trunk Road.,Sault Ste. Marie,2016-11-18,No infractions found at the time of inspection
Vicky's Catering,543 Trunk Road.,Sault Ste. Marie,2016-11-18,No infractions found at the time of inspection
Video Movie House 2,12  Woodward AVenue,Blind River,2016-03-30,General housekeeping is satisfactory
Video Movie House 2,12  Woodward AVenue,Blind River,2016-03-30,No infractions found at the time of inspection
Video Movie House 2,12  Woodward AVenue,Blind River,2015-10-30,General housekeeping is satisfactory
Video Movie House 2,12  Woodward AVenue,Blind River,2015-10-30,No infractions found at the time of inspection
Video Movie House 2,12  Woodward AVenue,Blind River,2015-05-22,General housekeeping is satisfactory
Video Movie House 2,12  Woodward AVenue,Blind River,2015-05-22,Frequency of garbage removal adequate to maintain the premises in a sanitary condition
Viking Restaurant,35  MISSION ROAD,Wawa,2017-08-15,No infractions found at the time of inspection
Viking Restaurant,35  MISSION ROAD,Wawa,2017-08-15,No infractions found at the time of inspection
Viking Restaurant,35  MISSION ROAD,Wawa,2017-04-21,No infractions found at the time of inspection
Viking Restaurant,35  MISSION ROAD,Wawa,2017-04-21,No infractions found at the time of inspection
Viking Restaurant,35  MISSION ROAD,Wawa,2016-04-25,No infractions found at the time of inspection
Viking Restaurant,35  MISSION ROAD,Wawa,2016-04-25,No infractions found at the time of inspection
Village Bakery,3187  Highway 17,Echo Bay,2017-10-20,No infractions found at the time of inspection
Village Bakery,3187  Highway 17,Echo Bay,2017-10-20,No infractions found at the time of inspection
Village Bakery,3187  Highway 17,Echo Bay,2017-04-06,No infractions found at the time of inspection
Village Bakery,3187  Highway 17,Echo Bay,2017-04-06,No infractions found at the time of inspection
Village Bakery,3187  Highway 17,Echo Bay,2016-10-14,No infractions found at the time of inspection
Village Bakery,3187  Highway 17,Echo Bay,2016-10-14,No infractions found at the time of inspection
Village General Store,Highway 17,Iron Bridge,2017-11-15,No infractions found at the time of inspection
Village General Store,Highway 17,Iron Bridge,2017-11-15,No infractions found at the time of inspection
Village General Store,Highway 17,Iron Bridge,2016-05-03,No infractions found at the time of inspection
Village General Store,Highway 17,Iron Bridge,2016-05-03,No infractions found at the time of inspection
Village General Store,Highway 17,Iron Bridge,2015-03-18,No infractions found at the time of inspection
Village General Store,Highway 17,Iron Bridge,2015-03-18,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2016-09-08,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2016-09-08,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2015-12-16,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2015-12-16,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2013-12-09,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2013-12-09,Sanitary maintenance of and provision of required supplies in staff / public washroom facilities
Vincent Place,222 Albert Street,Sault Ste. Marie,2016-09-08,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2016-09-08,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2015-12-16,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2015-12-16,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2013-12-09,No infractions found at the time of inspection
Vincent Place,222 Albert Street,Sault Ste. Marie,2013-12-09,No infractions found at the time of inspection
Visions North Gallery& Cafe - Sunset Shores,10243 Highway 17,Batchawana,2017-09-07,No infractions found at the time of inspection
Visions North Gallery& Cafe - Sunset Shores,10243 Highway 17,Batchawana,2017-09-07,No infractions found at the time of inspection
Visions North Gallery& Cafe - Sunset Shores,10243 Highway 17,Batchawana,2016-07-26,No infractions found at the time of inspection
Visions North Gallery& Cafe - Sunset Shores,10243 Highway 17,Batchawana,2016-07-26,No infractions found at the time of inspection
Visions North Gallery& Cafe - Sunset Shores,10243 Highway 17,Batchawana,2015-05-21,No infractions found at the time of inspection
Visions North Gallery& Cafe - Sunset Shores,10243 Highway 17,Batchawana,2015-05-21,No infractions found at the time of inspection
Voyageur's General Store,11048 Highway 17,Batchawana,2017-04-25,No infractions found at the time of inspection
Voyageur's General Store,11048 Highway 17,Batchawana,2017-04-25,No infractions found at the time of inspection
Voyageur's General Store,11048 Highway 17,Batchawana,2016-04-14,No infractions found at the time of inspection
Voyageur's General Store,11048 Highway 17,Batchawana,2016-04-14,No infractions found at the time of inspection
Voyageur's General Store,11048 Highway 17,Batchawana,2015-11-10,No infractions found at the time of inspection
Voyageur's General Store,11048 Highway 17,Batchawana,2015-11-10,No infractions found at the time of inspection
Voyageur's Lodge and Cookhouse,11054 Highway 17,Batchawana,2017-04-25,No infractions found at the time of inspection
Voyageur's Lodge and Cookhouse,11054 Highway 17,Batchawana,2017-04-25,No infractions found at the time of inspection
Voyageur's Lodge and Cookhouse,11054 Highway 17,Batchawana,2016-04-14,No infractions found at the time of inspection
Voyageur's Lodge and Cookhouse,11054 Highway 17,Batchawana,2016-04-14,No infractions found at the time of inspection
Voyageur's Lodge and Cookhouse,11054 Highway 17,Batchawana,2015-05-21,No infractions found at the time of inspection
Voyageur's Lodge and Cookhouse,11054 Highway 17,Batchawana,2015-05-21,No infractions found at the time of inspection
Wacky Wings,688 Great Northern Road,Sault Ste. Marie,2017-09-06,No infractions found at the time of inspection
Wacky Wings,688 Great Northern Road,Sault Ste. Marie,2017-09-06,No infractions found at the time of inspection
Wacky Wings,688 Great Northern Road,Sault Ste. Marie,2017-02-13,No infractions found at the time of inspection
Wacky Wings,688 Great Northern Road,Sault Ste. Marie,2017-02-13,"Manual dishwashing: Wash, rinse, sanitize technique"
Wacky Wings,688 Great Northern Road,Sault Ste. Marie,2016-08-12,No infractions found at the time of inspection
Wacky Wings,688 Great Northern Road,Sault Ste. Marie,2016-08-12,Food protected from potential contamination and adulteration
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-08-02,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-08-02,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-08-02,"Food contact surfaces properly designed, constructed, installed and maintained"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-08-02,Liquid wastes handled and collected in sanitary manner
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-08-02,Hand washing basin with supplies of soap and paper towels in dispensers
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-08-02,"Manual dishwashing: Wash, rinse, sanitize technique"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-02-24,"Floors, walls, and ceilings clean and in good repair"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-02-24,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2017-02-24,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Wacky Wings,350  Lake Street,Sault Ste. Marie,2016-11-14,No infractions found at the time of inspection
Wacky Wings,350  Lake Street,Sault Ste. Marie,2016-11-14,No infractions found at the time of inspection
Walmart,293 Bay street,Sault Ste. Marie,2017-03-17,No infractions found at the time of inspection
Walmart,293 Bay street,Sault Ste. Marie,2017-03-17,No infractions found at the time of inspection
Walmart,293 Bay street,Sault Ste. Marie,2016-02-10,No infractions found at the time of inspection
Walmart,293 Bay street,Sault Ste. Marie,2016-02-10,No infractions found at the time of inspection
Walmart,293 Bay street,Sault Ste. Marie,2015-10-06,No infractions found at the time of inspection
Walmart,293 Bay street,Sault Ste. Marie,2015-10-06,No infractions found at the time of inspection
Walmart Canada Corporation,446 Great Northern Road,Sault Ste. Marie,2016-04-25,No infractions found at the time of inspection
Walmart Canada Corporation,446 Great Northern Road,Sault Ste. Marie,2016-04-25,No infractions found at the time of inspection
Walmart Canada Corporation,446 Great Northern Road,Sault Ste. Marie,2015-04-13,No infractions found at the time of inspection
Walmart Canada Corporation,446 Great Northern Road,Sault Ste. Marie,2015-04-13,No infractions found at the time of inspection
Walmart Canada Corporation,446 Great Northern Road,Sault Ste. Marie,2014-12-15,No infractions found at the time of inspection
Walmart Canada Corporation,446 Great Northern Road,Sault Ste. Marie,2014-12-15,No infractions found at the time of inspection
Walsh's  ESSO,201 Highway 17 N,White River,2015-11-19,No infractions found at the time of inspection
Walsh's  ESSO,201 Highway 17 N,White River,2015-11-19,No infractions found at the time of inspection
Walsh's  ESSO,201 Highway 17 N,White River,2014-02-12,Certified food handler on site during inspection
Walsh's  ESSO,201 Highway 17 N,White River,2014-02-12,No infractions found at the time of inspection
Walsh's  ESSO,201 Highway 17 N,White River,2011-12-13,No infractions found at the time of inspection
Walsh's  ESSO,201 Highway 17 N,White River,2011-12-13,No infractions found at the time of inspection
Water Tower Shell,386 Great Northern Road,Sault Ste. Marie,2016-12-08,No infractions found at the time of inspection
Water Tower Shell,386 Great Northern Road,Sault Ste. Marie,2016-12-08,No infractions found at the time of inspection
Water Tower Shell,386 Great Northern Road,Sault Ste. Marie,2015-11-30,No infractions found at the time of inspection
Water Tower Shell,386 Great Northern Road,Sault Ste. Marie,2015-11-30,No infractions found at the time of inspection
Water Tower Shell,386 Great Northern Road,Sault Ste. Marie,2014-05-28,No infractions found at the time of inspection
Water Tower Shell,386 Great Northern Road,Sault Ste. Marie,2014-05-28,No infractions found at the time of inspection
Waterfront Child Development Centre,70 Foster Dr,Sault Ste. Marie,2017-03-20,No infractions found at the time of inspection
Waterfront Child Development Centre,70 Foster Dr,Sault Ste. Marie,2017-03-20,No infractions found at the time of inspection
Waterfront Child Development Centre,70 Foster Dr,Sault Ste. Marie,2016-09-26,No infractions found at the time of inspection
Waterfront Child Development Centre,70 Foster Dr,Sault Ste. Marie,2016-09-26,No infractions found at the time of inspection
Waterfront Child Development Centre,70 Foster Dr,Sault Ste. Marie,2016-01-26,No infractions found at the time of inspection
Waterfront Child Development Centre,70 Foster Dr,Sault Ste. Marie,2016-01-26,Separate hand washing basin provided for food handlers
Wawa Handy Store,19  MACKEY AVENUE,Wawa,2014-01-16,Certified food handler on site during inspection
Wawa Handy Store,19  MACKEY AVENUE,Wawa,2014-01-16,No infractions found at the time of inspection
Wawa Handy Store,19  MACKEY AVENUE,Wawa,2011-12-29,Certified food handler on site during inspection
Wawa Handy Store,19  MACKEY AVENUE,Wawa,2011-12-29,No infractions found at the time of inspection
Wawa Handy Store,19  MACKEY AVENUE,Wawa,2010-12-20,No infractions found at the time of inspection
Wawa Handy Store,19  MACKEY AVENUE,Wawa,2010-12-20,No infractions found at the time of inspection
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2017-08-14,"Floors, walls, and ceilings clean and in good repair"
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2017-08-14,Food protected from potential contamination and adulteration
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2017-08-14,No infractions found at the time of inspection
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2017-02-13,"Floors, walls, and ceilings clean and in good repair"
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2017-02-13,Food protected from potential contamination and adulteration
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2017-02-13,No infractions found at the time of inspection
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2016-11-28,No infractions found at the time of inspection
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2016-11-28,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Wawa Motor Inn Fireside Dining Room & Lounge,118 MISSION ROAD,Wawa,2016-11-28,Separate raw foods from ready-to-eat foods during storage and handling
Wawa Valu-Mart,186  MISSION ROAD,Wawa,2017-06-27,No infractions found at the time of inspection
Wawa Valu-Mart,186  MISSION ROAD,Wawa,2017-06-27,No infractions found at the time of inspection
Wawa Valu-Mart,186  MISSION ROAD,Wawa,2016-11-28,No infractions found at the time of inspection
Wawa Valu-Mart,186  MISSION ROAD,Wawa,2016-11-28,Proper use and storage of clean utensils (including single service utensils)
Wawa Valu-Mart,186  MISSION ROAD,Wawa,2015-10-20,No infractions found at the time of inspection
Wawa Valu-Mart,186  MISSION ROAD,Wawa,2015-10-20,No infractions found at the time of inspection
Wawa Valu-Mart Deli,186  MISSION ROAD,Wawa,2017-06-27,No infractions found at the time of inspection
Wawa Valu-Mart Deli,186  MISSION ROAD,Wawa,2017-06-27,No infractions found at the time of inspection
Wawa Valu-Mart Deli,186  MISSION ROAD,Wawa,2016-11-28,No infractions found at the time of inspection
Wawa Valu-Mart Deli,186  MISSION ROAD,Wawa,2016-11-28,No infractions found at the time of inspection
Wawa Valu-Mart Deli,186  MISSION ROAD,Wawa,2015-10-20,No infractions found at the time of inspection
Wawa Valu-Mart Deli,186  MISSION ROAD,Wawa,2015-10-20,No infractions found at the time of inspection
WC Eaket Breakfast Club,147 Woodward,Blind River,2017-09-26,No infractions found at the time of inspection
WC Eaket Breakfast Club,147 Woodward,Blind River,2017-09-26,No infractions found at the time of inspection
WC Eaket Breakfast Club,147 Woodward,Blind River,2016-10-12,No infractions found at the time of inspection
WC Eaket Breakfast Club,147 Woodward,Blind River,2016-10-12,No infractions found at the time of inspection
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-27,"Food contact surfaces properly designed, constructed, installed and maintained"
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-27,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-27,No infractions found at the time of inspection
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-26,"Food contact surfaces properly designed, constructed, installed and maintained"
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-26,Food is held at 4°C (40°F) or less
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-26,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2017-09-26,No infractions found at the time of inspection
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2016-10-12,No infractions found at the time of inspection
WC Eaket Secondary School,147 Woodward Avenue,Blind River,2016-10-12,No infractions found at the time of inspection
Wendy's,1  Queen Street,Sault Ste. Marie,2017-05-26,No infractions found at the time of inspection
Wendy's,1  Queen Street,Sault Ste. Marie,2017-05-26,No infractions found at the time of inspection
Wendy's,1  Queen Street,Sault Ste. Marie,2016-09-07,No infractions found at the time of inspection
Wendy's,1  Queen Street,Sault Ste. Marie,2016-09-07,Food protected from potential contamination and adulteration
Wendy's,1  Queen Street,Sault Ste. Marie,2016-03-09,No infractions found at the time of inspection
Wendy's,1  Queen Street,Sault Ste. Marie,2016-03-09,No infractions found at the time of inspection
Wendy's,389  Great Northern Road,Sault Ste. Marie,2017-10-11,No infractions found at the time of inspection
Wendy's,389  Great Northern Road,Sault Ste. Marie,2017-10-11,No infractions found at the time of inspection
Wendy's,389  Great Northern Road,Sault Ste. Marie,2016-09-12,No infractions found at the time of inspection
Wendy's,389  Great Northern Road,Sault Ste. Marie,2016-09-12,Food is held at 4°C (40°F) or less
Wendy's,389  Great Northern Road,Sault Ste. Marie,2016-09-12,Food protected from potential contamination and adulteration
Wendy's,389  Great Northern Road,Sault Ste. Marie,2016-09-12,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
Wendy's,389  Great Northern Road,Sault Ste. Marie,2015-12-01,No infractions found at the time of inspection
Wendy's,389  Great Northern Road,Sault Ste. Marie,2015-12-01,No infractions found at the time of inspection
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-10-19,Food protected from potential contamination and adulteration
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-10-19,General housekeeping is satisfactory
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-10-19,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-08-01,Food protected from potential contamination and adulteration
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-08-01,General housekeeping is satisfactory
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-08-01,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-08-01,Proper use and storage of clean utensils (including single service utensils)
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-01-30,Proper use and storage of clean utensils (including single service utensils)
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-01-30,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
West Side Cafe,260  Queen Street,Sault Ste. Marie,2017-01-30,Food protected from potential contamination and adulteration
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2017-05-12,Food is held at 4°C (40°F) or less
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2017-05-12,Re-heating: to original cooking temperature within 2 hours
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2017-05-12,No infractions found at the time of inspection
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2016-11-03,No infractions found at the time of inspection
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2016-11-03,No infractions found at the time of inspection
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2016-05-17,No infractions found at the time of inspection
Westport Bean Co Ltd,293 293 Bay Street,Sault Ste. Marie,2016-05-17,No infractions found at the time of inspection
WH Collins Centre,120  Hillside Drive,Elliot Lake,2017-10-12,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
WH Collins Centre,120  Hillside Drive,Elliot Lake,2017-10-12,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
WH Collins Centre,120  Hillside Drive,Elliot Lake,2017-10-12,No infractions found at the time of inspection
WH Collins Centre,120  Hillside Drive,Elliot Lake,2016-11-08,Food is held at 4°C (40°F) or less
WH Collins Centre,120  Hillside Drive,Elliot Lake,2016-11-08,Hand washing basin with supplies of soap and paper towels in dispensers
WH Collins Centre,120  Hillside Drive,Elliot Lake,2016-11-08,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
WH Collins Centre,120  Hillside Drive,Elliot Lake,2016-11-08,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
WH Collins Centre,120  Hillside Drive,Elliot Lake,2016-11-08,Thermometers used to verify food preparation and storage temperatures;
WH Collins Centre,120  Hillside Drive,Elliot Lake,2016-11-08,No infractions found at the time of inspection
WH Collins Centre,120  Hillside Drive,Elliot Lake,2011-09-09,No infractions found at the time of inspection
WH Collins Centre,120  Hillside Drive,Elliot Lake,2011-09-09,No infractions found at the time of inspection
Wharncliffe Community Hall,4847 Hwy 129,Wharncliffe,2017-05-03,No infractions found at the time of inspection
Wharncliffe Community Hall,4847 Hwy 129,Wharncliffe,2017-05-03,No infractions found at the time of inspection
Wharncliffe Community Hall,4847 Hwy 129,Wharncliffe,2016-03-09,No infractions found at the time of inspection
Wharncliffe Community Hall,4847 Hwy 129,Wharncliffe,2016-03-09,No infractions found at the time of inspection
Wharncliffe Community Hall,4847 Hwy 129,Wharncliffe,2015-09-21,No infractions found at the time of inspection
Wharncliffe Community Hall,4847 Hwy 129,Wharncliffe,2015-09-21,No infractions found at the time of inspection
White Pines Secondary School Cafeteria,1007 Trunk Road,Sault Ste. Marie,2017-11-21,No infractions found at the time of inspection
White Pines Secondary School Cafeteria,1007 Trunk Road,Sault Ste. Marie,2017-11-21,No infractions found at the time of inspection
White Pines Secondary School Cafeteria,1007 Trunk Road,Sault Ste. Marie,2017-03-23,Food protected from potential contamination and adulteration
White Pines Secondary School Cafeteria,1007 Trunk Road,Sault Ste. Marie,2017-03-23,Food is held at 4°C (40°F) or less
White Pines Secondary School Cafeteria,1007 Trunk Road,Sault Ste. Marie,2016-10-17,No infractions found at the time of inspection
White Pines Secondary School Cafeteria,1007 Trunk Road,Sault Ste. Marie,2016-10-17,No infractions found at the time of inspection
White River Community Centre,GENERAL DE WINNIPEG STREET,White River,2017-06-28,No infractions found at the time of inspection
White River Community Centre,GENERAL DE WINNIPEG STREET,White River,2017-06-28,No infractions found at the time of inspection
White River Community Centre,GENERAL DE WINNIPEG STREET,White River,2016-11-30,No infractions found at the time of inspection
White River Community Centre,GENERAL DE WINNIPEG STREET,White River,2016-11-30,No infractions found at the time of inspection
White River Community Centre,GENERAL DE WINNIPEG STREET,White River,2016-02-09,No infractions found at the time of inspection
White River Community Centre,GENERAL DE WINNIPEG STREET,White River,2016-02-09,No infractions found at the time of inspection
White River Community Centre Concession,GENERAL DE WINNIPEG STREET,White River,2017-06-28,No infractions found at the time of inspection
White River Community Centre Concession,GENERAL DE WINNIPEG STREET,White River,2017-06-28,No infractions found at the time of inspection
White River Community Centre Concession,GENERAL DE WINNIPEG STREET,White River,2016-11-30,No infractions found at the time of inspection
White River Community Centre Concession,GENERAL DE WINNIPEG STREET,White River,2016-11-30,No infractions found at the time of inspection
White River Community Centre Concession,GENERAL DE WINNIPEG STREET,White River,2016-02-09,No infractions found at the time of inspection
White River Community Centre Concession,GENERAL DE WINNIPEG STREET,White River,2016-02-09,Certified food handler on site during inspection
Willow,443  Northern Avenue,Sault Ste. Marie,2017-11-30,No infractions found at the time of inspection
Willow,443  Northern Avenue,Sault Ste. Marie,2017-11-30,No infractions found at the time of inspection
Willow,443  Northern Avenue,Sault Ste. Marie,2016-12-14,No infractions found at the time of inspection
Willow,443  Northern Avenue,Sault Ste. Marie,2016-12-14,No infractions found at the time of inspection
Willow,443  Northern Avenue,Sault Ste. Marie,2015-11-23,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Willow,443  Northern Avenue,Sault Ste. Marie,2015-11-23,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Willowgrove United Church Fellowship Hall,55 Tilley Road,Sault Ste. Marie,2016-09-20,No infractions found at the time of inspection
Willowgrove United Church Fellowship Hall,55 Tilley Road,Sault Ste. Marie,2016-09-20,No infractions found at the time of inspection
Willowgrove United Church Fellowship Hall,55 Tilley Road,Sault Ste. Marie,2015-12-21,No infractions found at the time of inspection
Willowgrove United Church Fellowship Hall,55 Tilley Road,Sault Ste. Marie,2015-12-21,No infractions found at the time of inspection
Willowgrove United Church Fellowship Hall,55 Tilley Road,Sault Ste. Marie,2013-05-14,No infractions found at the time of inspection
Willowgrove United Church Fellowship Hall,55 Tilley Road,Sault Ste. Marie,2013-05-14,No infractions found at the time of inspection
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2017-06-13,No infractions found at the time of inspection
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2017-06-13,No infractions found at the time of inspection
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2016-07-13,Constant supply of potable hot and cold running water under pressure
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2016-07-13,No infractions found at the time of inspection
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2015-09-23,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2015-09-23,Thermometers used to verify food preparation and storage temperatures;
Wilson's Market Garden,1008 Lauzon Avenue,Algoma Mills,2015-09-23,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Windsor Park (Ballroom Satellite Kitchen),617 Queen Street East,Sault Ste. Marie,2017-07-20,No infractions found at the time of inspection
Windsor Park (Ballroom Satellite Kitchen),617 Queen Street East,Sault Ste. Marie,2017-07-20,No infractions found at the time of inspection
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2017-06-07,No infractions found at the time of inspection
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2017-06-07,No infractions found at the time of inspection
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2016-06-01,No infractions found at the time of inspection
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2016-06-01,No infractions found at the time of inspection
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2015-07-07,No infractions found at the time of inspection
Wiseguyz Chipwagon,9205 Hwy 17E,Bruce Mines,2015-07-07,"Floors, walls, and ceilings clean and in good repair"
